traversal_achieved,total_climb_points,event,match,alliance_color,teams,auto_points,endgame_points,description
False,10,2026nccab,2026nccab_qm44,blue,"frc8757,frc9150,frc6894",0,10,"event=2026nccab match=2026nccab_qm44 BLUE teams=frc8757,frc9150,frc6894 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026nccab,2026nccab_qm48,blue,"frc10412,frc1225,frc6894",0,10,"event=2026nccab match=2026nccab_qm48 BLUE teams=frc10412,frc1225,frc6894 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026nccab,2026nccab_qm52,red,"frc6932,frc6894,frc9198",0,10,"event=2026nccab match=2026nccab_qm52 RED teams=frc6932,frc6894,frc9198 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026nccab,2026nccab_sf12m1,blue,"frc3196,frc6894,frc11377",0,10,"event=2026nccab match=2026nccab_sf12m1 BLUE teams=frc3196,frc6894,frc11377 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026nccab,2026nccab_sf13m1,blue,"frc3196,frc6894,frc11377",0,10,"event=2026nccab match=2026nccab_sf13m1 BLUE teams=frc3196,frc6894,frc11377 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026nccab,2026nccab_sf2m1,blue,"frc3196,frc6894,frc11377",0,10,"event=2026nccab match=2026nccab_sf2m1 BLUE teams=frc3196,frc6894,frc11377 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026nccab,2026nccab_sf7m1,blue,"frc3196,frc6894,frc11377",0,10,"event=2026nccab match=2026nccab_sf7m1 BLUE teams=frc3196,frc6894,frc11377 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026ncwak,2026ncwak_f1m2,red,"frc4561,frc10121,frc2059",0,10,"event=2026ncwak match=2026ncwak_f1m2 RED teams=frc4561,frc10121,frc2059 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026ncwak,2026ncwak_qm12,blue,"frc10302,frc4561,frc6502",0,10,"event=2026ncwak match=2026ncwak_qm12 BLUE teams=frc10302,frc4561,frc6502 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026ncwak,2026ncwak_qm54,blue,"frc9042,frc8429,frc6502",0,10,"event=2026ncwak match=2026ncwak_qm54 BLUE teams=frc9042,frc8429,frc6502 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026ncwak,2026ncwak_qm6,red,"frc3229,frc3336,frc4828",0,10,"event=2026ncwak match=2026ncwak_qm6 RED teams=frc3229,frc3336,frc4828 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026ncwak,2026ncwak_sf4m1,red,"frc5160,frc6240,frc6502",0,10,"event=2026ncwak match=2026ncwak_sf4m1 RED teams=frc5160,frc6240,frc6502 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026ncwak,2026ncwak_sf7m1,red,"frc4561,frc10121,frc2059",0,10,"event=2026ncwak match=2026ncwak_sf7m1 RED teams=frc4561,frc10121,frc2059 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm10,red,"frc3637,frc8117,frc3142",0,10,"event=2026njwas match=2026njwas_qm10 RED teams=frc3637,frc8117,frc3142 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm13,blue,"frc316,frc8706,frc3637",0,10,"event=2026njwas match=2026njwas_qm13 BLUE teams=frc316,frc8706,frc3637 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026njwas,2026njwas_qm16,blue,"frc430,frc4361,frc3637",0,10,"event=2026njwas match=2026njwas_qm16 BLUE teams=frc430,frc4361,frc3637 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026njwas,2026njwas_qm2,blue,"frc3637,frc1279,frc6016",0,10,"event=2026njwas match=2026njwas_qm2 BLUE teams=frc3637,frc1279,frc6016 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm33,blue,"frc3142,frc1672,frc222",0,10,"event=2026njwas match=2026njwas_qm33 BLUE teams=frc3142,frc1672,frc222 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm35,red,"frc1811,frc41,frc430",0,10,"event=2026njwas match=2026njwas_qm35 RED teams=frc1811,frc41,frc430 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_qm36,blue,"frc8706,frc3142,frc1279",0,10,"event=2026njwas match=2026njwas_qm36 BLUE teams=frc8706,frc3142,frc1279 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_qm38,blue,"frc41,frc6945,frc8117",0,10,"event=2026njwas match=2026njwas_qm38 BLUE teams=frc41,frc6945,frc8117 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm4,blue,"frc9116,frc3142,frc8513",0,10,"event=2026njwas match=2026njwas_qm4 BLUE teams=frc9116,frc3142,frc8513 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_qm47,red,"frc8513,frc9015,frc3142",0,10,"event=2026njwas match=2026njwas_qm47 RED teams=frc8513,frc9015,frc3142 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026njwas,2026njwas_qm51,blue,"frc3142,frc1811,frc10995",0,10,"event=2026njwas match=2026njwas_qm51 BLUE teams=frc3142,frc1811,frc10995 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026njwas,2026njwas_qm54,blue,"frc4361,frc5992,frc41",0,10,"event=2026njwas match=2026njwas_qm54 BLUE teams=frc4361,frc5992,frc41 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026njwas,2026njwas_qm58,red,"frc1676,frc41,frc8706",0,10,"event=2026njwas match=2026njwas_qm58 RED teams=frc1676,frc41,frc8706 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_qm59,red,"frc4361,frc3142,frc555",0,10,"event=2026njwas match=2026njwas_qm59 RED teams=frc4361,frc3142,frc555 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_qm60,blue,"frc9015,frc3637,frc223",0,10,"event=2026njwas match=2026njwas_qm60 BLUE teams=frc9015,frc3637,frc223 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026njwas,2026njwas_sf1m1,blue,"frc8117,frc430,frc3142",0,10,"event=2026njwas match=2026njwas_sf1m1 BLUE teams=frc8117,frc430,frc3142 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026njwas,2026njwas_sf5m1,red,"frc8117,frc430,frc3142",0,10,"event=2026njwas match=2026njwas_sf5m1 RED teams=frc8117,frc430,frc3142 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_f1m2,red,"frc1706,frc5968,frc4635",0,10,"event=2026okok match=2026okok_f1m2 RED teams=frc1706,frc5968,frc4635 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm11,red,"frc6809,frc8711,frc4766",0,10,"event=2026okok match=2026okok_qm11 RED teams=frc6809,frc8711,frc4766 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_qm11,blue,"frc1706,frc1806,frc3179",0,10,"event=2026okok match=2026okok_qm11 BLUE teams=frc1706,frc1806,frc3179 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm12,blue,"frc4500,frc2383,frc1939",0,10,"event=2026okok match=2026okok_qm12 BLUE teams=frc4500,frc2383,frc1939 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm2,red,"frc3931,frc1706,frc4523",0,10,"event=2026okok match=2026okok_qm2 RED teams=frc3931,frc1706,frc4523 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm29,blue,"frc4766,frc9472,frc4256",0,10,"event=2026okok match=2026okok_qm29 BLUE teams=frc4766,frc9472,frc4256 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm30,red,"frc3465,frc5968,frc1939",0,10,"event=2026okok match=2026okok_qm30 RED teams=frc3465,frc5968,frc1939 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_qm32,red,"frc3931,frc4005,frc2383",0,10,"event=2026okok match=2026okok_qm32 RED teams=frc3931,frc4005,frc2383 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_qm34,red,"frc1806,frc3247,frc4635",0,10,"event=2026okok match=2026okok_qm34 RED teams=frc1806,frc3247,frc4635 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_qm36,red,"frc1706,frc5968,frc1785",0,10,"event=2026okok match=2026okok_qm36 RED teams=frc1706,frc5968,frc1785 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm44,red,"frc4766,frc6391,frc3247",0,10,"event=2026okok match=2026okok_qm44 RED teams=frc4766,frc6391,frc3247 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm50,red,"frc4522,frc4766,frc2359",0,10,"event=2026okok match=2026okok_qm50 RED teams=frc4522,frc4766,frc2359 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm56,red,"frc5550,frc2383,frc3160",0,10,"event=2026okok match=2026okok_qm56 RED teams=frc5550,frc2383,frc3160 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm6,red,"frc2383,frc3179,frc34",0,10,"event=2026okok match=2026okok_qm6 RED teams=frc2383,frc3179,frc34 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_qm71,blue,"frc3465,frc2373,frc1706",0,10,"event=2026okok match=2026okok_qm71 BLUE teams=frc3465,frc2373,frc1706 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026okok,2026okok_qm72,blue,"frc2333,frc4766,frc3931",0,10,"event=2026okok match=2026okok_qm72 BLUE teams=frc2333,frc4766,frc3931 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm76,red,"frc5968,frc4635,frc8711",0,10,"event=2026okok match=2026okok_qm76 RED teams=frc5968,frc4635,frc8711 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_qm76,blue,"frc2383,frc6424,frc3892",0,10,"event=2026okok match=2026okok_qm76 BLUE teams=frc2383,frc6424,frc3892 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026okok,2026okok_sf4m1,red,"frc3526,frc1939,frc2383",0,10,"event=2026okok match=2026okok_sf4m1 RED teams=frc3526,frc1939,frc2383 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026okok,2026okok_sf7m1,red,"frc1706,frc3160,frc4635",0,10,"event=2026okok match=2026okok_sf7m1 RED teams=frc1706,frc3160,frc4635 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_f1m1,red,"frc5920,frc1540,frc5468",0,10,"event=2026orsal match=2026orsal_f1m1 RED teams=frc5920,frc1540,frc5468 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_f1m1,blue,"frc2811,frc9023,frc955",0,10,"event=2026orsal match=2026orsal_f1m1 BLUE teams=frc2811,frc9023,frc955 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_qm19,blue,"frc3674,frc10991,frc2811",0,10,"event=2026orsal match=2026orsal_qm19 BLUE teams=frc3674,frc10991,frc2811 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_qm26,blue,"frc9438,frc3674,frc1359",0,10,"event=2026orsal match=2026orsal_qm26 BLUE teams=frc9438,frc3674,frc1359 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_qm27,blue,"frc2811,frc846,frc9567",0,10,"event=2026orsal match=2026orsal_qm27 BLUE teams=frc2811,frc846,frc9567 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_qm3,blue,"frc5468,frc1540,frc3024",0,10,"event=2026orsal match=2026orsal_qm3 BLUE teams=frc5468,frc1540,frc3024 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_qm4,blue,"frc4692,frc2733,frc8532",0,10,"event=2026orsal match=2026orsal_qm4 BLUE teams=frc4692,frc2733,frc8532 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_qm52,blue,"frc5468,frc4060,frc9023",0,10,"event=2026orsal match=2026orsal_qm52 BLUE teams=frc5468,frc4060,frc9023 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_qm55,blue,"frc1359,frc10991,frc6845",0,10,"event=2026orsal match=2026orsal_qm55 BLUE teams=frc1359,frc10991,frc6845 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_qm60,red,"frc4061,frc8532,frc846",0,10,"event=2026orsal match=2026orsal_qm60 RED teams=frc4061,frc8532,frc846 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026orsal,2026orsal_qm70,blue,"frc5920,frc2926,frc1359",0,10,"event=2026orsal match=2026orsal_qm70 BLUE teams=frc5920,frc2926,frc1359 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_sf11m1,red,"frc5920,frc1540,frc5468",0,10,"event=2026orsal match=2026orsal_sf11m1 RED teams=frc5920,frc1540,frc5468 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_sf11m1,blue,"frc2811,frc9023,frc955",0,10,"event=2026orsal match=2026orsal_sf11m1 BLUE teams=frc2811,frc9023,frc955 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026orsal,2026orsal_sf7m1,red,"frc5920,frc1540,frc5468",0,10,"event=2026orsal match=2026orsal_sf7m1 RED teams=frc5920,frc1540,frc5468 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026orsal,2026orsal_sf8m1,blue,"frc2811,frc9023,frc955",0,10,"event=2026orsal match=2026orsal_sf8m1 BLUE teams=frc2811,frc9023,frc955 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm1,red,"frc4575,frc709,frc2607",0,10,"event=2026pahat match=2026pahat_qm1 RED teams=frc4575,frc709,frc2607 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm11,red,"frc486,frc10993,frc5181",0,10,"event=2026pahat match=2026pahat_qm11 RED teams=frc486,frc10993,frc5181 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm11,blue,"frc6808,frc272,frc2539",0,10,"event=2026pahat match=2026pahat_qm11 BLUE teams=frc6808,frc272,frc2539 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_qm14,red,"frc10400,frc5113,frc486",0,10,"event=2026pahat match=2026pahat_qm14 RED teams=frc10400,frc5113,frc486 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm16,red,"frc4575,frc816,frc862",0,10,"event=2026pahat match=2026pahat_qm16 RED teams=frc4575,frc816,frc862 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm17,red,"frc10979,frc1168,frc5181",0,10,"event=2026pahat match=2026pahat_qm17 RED teams=frc10979,frc1168,frc5181 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm18,blue,"frc1626,frc2458,frc486",0,10,"event=2026pahat match=2026pahat_qm18 BLUE teams=frc1626,frc2458,frc486 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm23,blue,"frc486,frc1168,frc7110",0,10,"event=2026pahat match=2026pahat_qm23 BLUE teams=frc486,frc1168,frc7110 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm25,blue,"frc272,frc321,frc862",0,10,"event=2026pahat match=2026pahat_qm25 BLUE teams=frc272,frc321,frc862 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm32,red,"frc272,frc9027,frc9014",0,10,"event=2026pahat match=2026pahat_qm32 RED teams=frc272,frc9027,frc9014 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm34,red,"frc10993,frc6808,frc4575",0,10,"event=2026pahat match=2026pahat_qm34 RED teams=frc10993,frc6808,frc4575 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm35,blue,"frc10070,frc272,frc486",0,10,"event=2026pahat match=2026pahat_qm35 BLUE teams=frc10070,frc272,frc486 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm37,blue,"frc10979,frc2458,frc709",0,10,"event=2026pahat match=2026pahat_qm37 BLUE teams=frc10979,frc2458,frc709 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm42,blue,"frc2559,frc1089,frc4575",0,10,"event=2026pahat match=2026pahat_qm42 BLUE teams=frc2559,frc1089,frc4575 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm44,red,"frc5684,frc2095,frc10070",0,10,"event=2026pahat match=2026pahat_qm44 RED teams=frc5684,frc2095,frc10070 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm45,red,"frc4575,frc2539,frc341",0,10,"event=2026pahat match=2026pahat_qm45 RED teams=frc4575,frc2539,frc341 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm51,blue,"frc1089,frc10070,frc2607",0,10,"event=2026pahat match=2026pahat_qm51 BLUE teams=frc1089,frc10070,frc2607 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_qm53,red,"frc272,frc4575,frc5181",0,10,"event=2026pahat match=2026pahat_qm53 RED teams=frc272,frc4575,frc5181 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_qm57,blue,"frc10070,frc10993,frc1626",0,10,"event=2026pahat match=2026pahat_qm57 BLUE teams=frc10070,frc10993,frc1626 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm58,red,"frc5684,frc10979,frc272",0,10,"event=2026pahat match=2026pahat_qm58 RED teams=frc5684,frc10979,frc272 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm60,blue,"frc9014,frc486,frc4575",0,10,"event=2026pahat match=2026pahat_qm60 BLUE teams=frc9014,frc486,frc4575 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_qm66,red,"frc486,frc708,frc10584",0,10,"event=2026pahat match=2026pahat_qm66 RED teams=frc486,frc708,frc10584 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026pahat,2026pahat_qm66,blue,"frc2234,frc1626,frc10979",0,10,"event=2026pahat match=2026pahat_qm66 BLUE teams=frc2234,frc1626,frc10979 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026pahat,2026pahat_sf3m1,red,"frc2539,frc272,frc427",0,10,"event=2026pahat match=2026pahat_sf3m1 RED teams=frc2539,frc272,frc427 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_sf4m1,blue,"frc10070,frc6808,frc10400",0,10,"event=2026pahat match=2026pahat_sf4m1 BLUE teams=frc10070,frc6808,frc10400 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_sf7m1,blue,"frc5684,frc4575,frc708",0,10,"event=2026pahat match=2026pahat_sf7m1 BLUE teams=frc5684,frc4575,frc708 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_sf9m1,red,"frc5684,frc4575,frc708",0,10,"event=2026pahat match=2026pahat_sf9m1 RED teams=frc5684,frc4575,frc708 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026pahat,2026pahat_sf9m1,blue,"frc10070,frc6808,frc10400",0,10,"event=2026pahat match=2026pahat_sf9m1 BLUE teams=frc10070,frc6808,frc10400 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026sccha,2026sccha_qm13,blue,"frc7085,frc4533,frc342",0,10,"event=2026sccha match=2026sccha_qm13 BLUE teams=frc7085,frc4533,frc342 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026sccha,2026sccha_qm17,red,"frc3490,frc1293,frc4533",0,10,"event=2026sccha match=2026sccha_qm17 RED teams=frc3490,frc1293,frc4533 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
False,10,2026tuis,2026tuis_qm1,red,"frc10428,frc11000,frc10146",0,10,"event=2026tuis match=2026tuis_qm1 RED teams=frc10428,frc11000,frc10146 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026tuis,2026tuis_qm12,blue,"frc8557,frc10428,frc9029",0,10,"event=2026tuis match=2026tuis_qm12 BLUE teams=frc8557,frc10428,frc9029 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026tuis,2026tuis_qm13,blue,"frc11000,frc11416,frc10064",0,10,"event=2026tuis match=2026tuis_qm13 BLUE teams=frc11000,frc11416,frc10064 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026tuis,2026tuis_qm17,red,"frc10043,frc10428,frc10308",0,10,"event=2026tuis match=2026tuis_qm17 RED teams=frc10043,frc10428,frc10308 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026tuis,2026tuis_qm25,red,"frc10050,frc11416,frc8242",0,10,"event=2026tuis match=2026tuis_qm25 RED teams=frc10050,frc11416,frc8242 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026tuis,2026tuis_qm28,blue,"frc10428,frc10064,frc10050",0,10,"event=2026tuis match=2026tuis_qm28 BLUE teams=frc10428,frc10064,frc10050 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=Level1, R2=None, R3=None)"
False,10,2026tuis,2026tuis_qm3,red,"frc6436,frc11416,frc5883",0,10,"event=2026tuis match=2026tuis_qm3 RED teams=frc6436,frc11416,frc5883 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=Level1, R3=None)"
False,10,2026tuis,2026tuis_qm34,red,"frc4191,frc9077,frc10428",0,10,"event=2026tuis match=2026tuis_qm34 RED teams=frc4191,frc9077,frc10428 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 10 (R1=None, R2=None, R3=Level1)"
